year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type,car_state
2023,GMC,Sierra,6.0,Truck,Automatic,4X4,black,black,5,2,gasoline,72810,14.8,11.8,5.3,8.0,Inline,2
2020,Volvo,XC60,17344.0,SUV,Automatic,4X4,white,black,5,4,gasoline,54590,10.8,8.7,2.4,4.0,Inline,1
2012,Subaru,Forester,190000.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,8918,10.8,8.7,2.4,4.0,Inline,2
2019,BMW,4,39411.0,Coupe,Automatic,4X4,white,black,5,2,gasoline,41231,10.8,8.7,2.0,4.0,Inline,1
2020,BMW,X5,40000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,19460,11.7,9.1,3.0,4.0,Other,4
2019,Dodge,Journey,80379.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,27362,14.5,10.0,2.4,6.0,V-Engine,2
2015,Bentley,Continental,109069.0,Convertible,Automatic,4X4,orange,black,4,2,gasoline,64608,10.8,8.7,6.0,4.0,Other,3
2018,Honda,Civic,130278.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,9033,7.8,6.0,2.0,4.0,V-Engine,4
2022,Honda,Accord,35377.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,45668,10.4,7.4,2.0,4.0,V-Engine,1
2021,Hyundai,Sonata,74000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,23156,8.8,6.4,2.4,4.0,Inline,3
2023,Mazda,CX-5,100.0,SUV,Automatic,4X4,white,black,5,4,gasoline,31435,9.8,7.9,2.4,4.0,Inline,3
2022,Mazda,CX-5,27827.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,30465,9.9,7.9,2.5,4.0,V-Engine,3
2008,BMW,3,172833.0,Convertible,Automatic,RWD,black,red,5,2,gasoline,16228,12.2,7.4,3.0,4.0,Other,2
2023,Kia,Forte,155.0,Sedan,CVT,FWD,black,black,5,4,gasoline,18627,10.8,8.7,2.4,4.0,Inline,3
2017,GMC,Acadia,93277.0,SUV,Automatic,4X4,red,gray,6,4,gasoline,29469,12.25,9.45,2.4,6.0,V-Engine,2
2020,Tesla,Model,79887.0,Sedan,Automatic,4X4,white,black,5,4,electric,17613,0.0,8.7,0.0,0.0,Electric,4
2023,Audi,A4,90.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,37740,10.8,8.7,2.0,4.0,Inline,3
2019,Mercedes-Benz,C-Class,68712.0,Wagon,Automatic,4X4,black,black,5,4,gasoline,44277,10.9,7.7,2.0,4.0,Other,2
2023,Mazda,CX-5,100.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,42210,9.8,7.9,2.4,4.0,Inline,2
2023,Dodge,Charger,0.0,Sedan,Automatic,RWD,other,black,5,4,gasoline,64296,14.7,9.4,2.4,8.0,Inline,1
2022,Ford,F-150,10.0,Truck,Automatic,4X4,silver,black,5,2,gasoline,69743,12.8,10.0,2.4,6.0,V-Engine,2
2012,Mazda,Mazda3,217642.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,6976,8.399999999999999,5.95,2.0,4.0,Other,2
2009,Mitsubishi,Outlander,212000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,4514,10.8,8.7,2.4,4.0,Inline,2
2020,Porsche,Cayenne,49639.0,SUV,Automatic,4X4,black,black,5,4,gasoline,94253,10.8,8.7,2.4,8.0,Inline,2
2009,Mercedes-Benz,S-Class,162285.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,19367,14.2,9.0,2.4,8.0,Inline,1
2006,Jeep,Liberty,206025.0,SUV,Automatic,4X4,green,black,5,4,gasoline,5043,10.8,8.7,2.4,4.0,Inline,2
2009,Dodge,Grand,325000.0,Wagon,Automatic,FWD,silver,black,5,4,gasoline,7538,10.8,8.7,2.4,4.0,Inline,1
2022,Chevrolet,Corvette,202.0,Coupe,Automatic,RWD,red,black,2,2,gasoline,96907,15.1,9.6,2.4,8.0,Inline,3
2022,Mercedes-Benz,GLC300,13146.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,40166,11.5,8.5,2.4,4.0,Other,3
2020,GMC,Savana,62985.0,Van,Automatic,RWD,white,black,2,3,gasoline,30967,10.8,8.7,2.4,8.0,Inline,3
2021,Honda,Pilot,35643.0,SUV,Automatic,4X4,black,black,5,4,gasoline,35058,12.4,9.3,2.4,6.0,V-Engine,3
2022,Kia,Sportage,11105.0,SUV,Automatic,4X4,black,blue,5,4,gasoline,22515,10.8,9.1,2.4,4.0,Inline,3
2023,Alfa Romeo,Romeo,65.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,70457,10.8,8.3,2.4,4.0,Inline,2
2023,Mazda,CX-5,4000.0,SUV,Automatic,4X4,red,black,5,4,gasoline,31085,10.8,8.7,2.5,4.0,Inline,3
2016,Porsche,Panamera,81458.0,Sedan,Automatic,4X4,black,beige,5,4,gasoline,60926,13.0,8.55,2.4,6.0,V-Engine,2
2019,Hyundai,Kona,73500.0,SUV,Automatic,4X4,white,black,5,4,gasoline,25337,9.0,8.0,2.4,4.0,Inline,2
2015,Cadillac,ATS,138324.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,16491,11.5,8.5,2.4,4.0,Inline,2
2018,Mercedes-Benz,CLA250,87000.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,34149,9.9,7.3,2.0,4.0,Other,1
2019,Volvo,V90,56052.0,Wagon,Automatic,4X4,white,black,5,4,gasoline,54070,10.8,8.7,2.4,4.0,Inline,1
2014,Audi,allroad,146965.0,Sedan,Automatic,4X4,silver,beige,5,4,gasoline,10324,10.8,8.7,2.0,4.0,Other,3
2018,Mercedes-Benz,GLE-Class,69525.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,23701,13.5,10.3,2.4,6.0,Inline,3
2023,Ford,Explorer,250.0,SUV,Automatic,4X4,white,black,7,4,gasoline,44708,11.7,8.6,2.3,4.0,Inline,3
2023,GMC,Sierra,17.0,Truck,Automatic,4X4,brown,black,5,4,gasoline,82522,14.8,11.8,5.3,8.0,Inline,1
2021,Audi,SQ5,53790.0,SUV,Automatic,4X4,white,black,5,4,gasoline,18148,13.1,9.9,2.4,6.0,V-Engine,4
2014,BMW,X5,126000.0,SUV,Automatic,4X4,black,brown,7,4,gasoline,27497,13.1,8.6,2.4,6.0,Inline,1
2019,Mercedes-Benz,C300,29205.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,12985,11.0,7.3,2.4,4.0,Inline,4
2010,Dodge,Grand,175300.0,Van,Automatic,FWD,white,black,2,4,gasoline,7783,12.3,8.3,2.4,6.0,V-Engine,2
2017,Volkswagen,Golf,159157.0,Wagon,Automatic,4X4,white,black,5,4,gasoline,15820,10.6,8.0,2.4,4.0,Inline,3
2023,Hyundai,Santa,99.0,SUV,Automatic,4X4,black,black,5,4,hybrid,35573,7.1,7.9,2.4,4.0,Inline,3
2019,Hyundai,Santa,68960.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,30963,10.8,8.7,2.4,4.0,Inline,1
2022,MINI,Countryman,25003.0,SUV,Automatic,4X4,white,black,5,4,gasoline,17253,10.0,7.4,2.4,3.0,Inline,4
2020,Kia,Telluride,93775.0,SUV,Automatic,4X4,white,brown,8,4,gasoline,43427,12.5,9.6,2.4,6.0,V-Engine,2
2019,Chevrolet,Corvette,43085.0,Coupe,Manual,4X4,gray,black,5,4,gasoline,79087,15.1,9.25,2.4,8.0,V-Engine,2
2019,Audi,A4,86227.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,19983,10.0,7.0,2.4,4.0,Inline,3
2020,Lamborghini,Aventador,8574.0,Coupe,Automatic,4X4,white,black,2,2,gasoline,1062300,26.1,15.7,2.4,12.0,Inline,2
2022,Jeep,Grand,2500.0,SUV,Automatic,4X4,white,black,5,4,gasoline,81823,10.3,9.7,2.0,4.0,Inline,2
2017,Honda,Civic,183372.0,Sedan,CVT,FWD,silver,black,5,4,gasoline,23908,7.8,6.0,2.4,4.0,Inline,1
2023,Buick,Encore,20.0,SUV,Automatic,4X4,metallic,black,5,2,gasoline,39179,9.0,8.3,1.3,3.0,Inline,2
2019,Chevrolet,Corvette,43085.0,Coupe,Manual,4X4,gray,black,5,4,gasoline,54060,15.1,9.25,2.4,8.0,V-Engine,3
2016,Nissan,Maxima,153000.0,Sedan,CVT,FWD,black,brown,5,4,gasoline,22061,10.9,7.8,2.4,6.0,V-Engine,1
2018,BMW,X5,44182.0,SUV,Automatic,4X4,black,brown,7,4,gasoline,44263,13.0,9.8,2.4,6.0,Inline,2
2019,Dodge,Grand,69325.0,Van,Automatic,FWD,metallic,black,5,4,gasoline,29086,13.7,9.4,3.6,6.0,V-Engine,2
2021,Mercedes-Benz,S580,32121.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,87749,10.8,8.7,2.4,4.0,V-Engine,3
2011,Porsche,Panamera,145900.0,Hatchback,Manual,4X4,white,brown,4,4,gasoline,26954,10.8,8.7,2.4,8.0,Inline,2
2019,Volvo,XC90,66375.0,SUV,Automatic,4X4,white,black,5,2,gasoline,49469,10.8,8.7,2.4,4.0,Inline,2
2006,Lamborghini,Gallardo,78850.0,Convertible,Automatic,4X4,black,black,2,2,gasoline,187622,10.8,8.7,2.4,4.0,Inline,2
2018,BMW,3,83155.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,30738,7.8,5.9,2.4,4.0,Inline,2
2013,Fiat,500,152000.0,Convertible,Automatic,FWD,white,red,4,2,gasoline,10753,7.050000000000001,5.45,2.4,4.0,Inline,2
2023,Mitsubishi,Eclipse,89.0,SUV,Automatic,4X4,red,black,5,4,gasoline,16006,9.6,8.9,1.5,4.0,Inline,4
2022,Mazda,CX-5,13000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,29652,10.8,8.7,2.4,4.0,Inline,3
2011,Acura,TSX,276900.0,Sedan,Automatic,FWD,gray,beige,5,4,gasoline,9163,9.3,6.2,2.4,4.0,Inline,2
2018,BMW,3,143848.0,Sedan,Automatic,4X4,white,brown,5,4,gasoline,30452,10.5,7.4,2.4,4.0,Inline,2
2021,Tesla,Model,5025.0,Sedan,Automatic,4X4,white,white,5,4,electric,70623,0.0,8.7,0.0,0.0,Electric,1
2023,Jeep,Wrangler,17.0,SUV,Automatic,4X4,white,black,5,4,gasoline,47138,11.5,9.9,2.0,4.0,Inline,3
2019,Audi,Q5,42000.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,37373,10.9,8.7,2.0,4.0,Other,2
2022,Chrysler,Grand,14.0,Van,Automatic,FWD,red,black,5,2,gasoline,87577,12.4,8.4,3.6,6.0,Inline,2
2021,Mazda,CX-5,22596.0,SUV,Automatic,FWD,blue,black,5,4,gasoline,37946,9.3,7.6,2.4,4.0,Inline,1
2022,GMC,Yukon,7875.0,SUV,Automatic,4X4,blue,beige,7,4,gasoline,44471,16.3,12.7,6.2,4.0,Other,4
2017,Volkswagen,Passat,86409.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,20150,10.1,7.0,2.4,4.0,Inline,2
2020,Mercedes-Benz,E-Class,42873.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,45448,11.8,8.5,3.0,6.0,V-Engine,3
2014,Chevrolet,Sonic,256264.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,6494,8.3,5.5,2.4,4.0,Inline,2
2023,Mazda,MX-30,25.0,SUV,Automatic,FWD,brown,black,5,4,electric,51747,0.0,8.7,2.4,0.0,Electric,2
2012,Fiat,500,96805.0,Convertible,Manual,FWD,red,black,5,2,gasoline,7931,7.050000000000001,5.4,1.4,4.0,Other,2
2019,Dodge,Grand,89804.0,Van,Automatic,FWD,black,black,5,4,gasoline,31402,13.7,9.4,3.6,6.0,V-Engine,1
2022,Honda,Civic,28505.0,Sedan,Manual,FWD,white,black,5,4,gasoline,35455,8.7,6.4,1.5,4.0,Inline,2
2015,Chevrolet,Trax,140975.0,SUV,Automatic,FWD,red,black,5,4,gasoline,13815,9.2,7.0,1.4,4.0,V-Engine,1
2022,Ford,F-150,19.0,Truck,Automatic,4X4,black,black,5,4,gasoline,50007,13.5,10.2,2.4,6.0,V-Engine,3
2021,Volvo,XC40,38260.0,SUV,Automatic,4X4,white,beige,5,4,gasoline,29523,10.8,8.7,2.0,4.0,Inline,3
2023,Hyundai,Tucson,1389.0,SUV,Automatic,4X4,gray,black,5,2,hybrid,43422,6.3,6.6,1.6,4.0,Other,1
2020,Honda,Accord,37837.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,13993,8.2,6.8,2.4,4.0,Inline,4
2017,Honda,Civic,92885.0,Sedan,CVT,FWD,black,black,5,4,gasoline,21693,7.8,6.0,2.4,4.0,Inline,2
2016,Fiat,500X,155000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,7964,10.8,8.7,2.4,4.0,Inline,3
2016,GMC,Sierra,147700.0,Truck,Automatic,4X4,black,black,5,4,gasoline,25045,10.8,8.7,5.3,4.0,Other,3
2023,GMC,Sierra,10.0,Truck,Automatic,4X4,white,black,5,4,diesel,52942,15.4,12.3,6.2,8.0,Inline,3
2020,Mitsubishi,Eclipse,78349.0,SUV,CVT,4X4,blue,black,5,4,gasoline,19030,9.6,8.9,1.5,4.0,Inline,3
2021,Porsche,Taycan,15976.0,Sedan,Automatic,4X4,black,black,5,4,electric,160814,0.0,8.7,0.0,0.0,Electric,2
2022,Ford,Expedition,55.0,SUV,Automatic,4X4,black,black,5,4,gasoline,101859,14.7,11.2,2.4,6.0,V-Engine,2
2022,Honda,Civic,14000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,38989,7.8,6.2,1.5,4.0,Other,1
2018,Tesla,Model,125400.0,SUV,Automatic,4X4,white,black,5,4,electric,45599,0.0,8.7,0.0,0.0,Electric,3
2023,Dodge,Durango,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,80887,13.0,9.4,3.6,6.0,V-Engine,2
2023,Audi,SQ5,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,78283,12.5,9.7,3.0,6.0,Inline,2
2023,Nissan,Kicks,150.0,Hatchback,Automatic,FWD,blue,black,5,4,gasoline,11878,7.7,6.6,2.4,4.0,Inline,4
2020,GMC,Terrain,31995.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,33748,11.2,9.0,2.4,4.0,Inline,2
2022,Honda,Accord,10900.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,45421,7.8,6.5,1.5,4.0,Other,1
2014,BMW,X3,106670.0,SUV,Automatic,4X4,white,black,5,4,gasoline,9857,9.8,7.1,2.4,4.0,Inline,3
2012,BMW,X6,97000.0,SUV,Automatic,4X4,white,red,4,4,gasoline,11485,13.1,8.6,2.4,6.0,Inline,3
2023,Mazda,CX-30,100.0,SUV,Automatic,4X4,white,black,5,4,gasoline,25590,9.0,7.1,2.4,4.0,Inline,3
2017,Honda,Civic,160250.0,Sedan,Manual,FWD,gray,black,5,4,gasoline,24554,8.5,6.0,2.4,4.0,Inline,1
2023,Mazda,CX-30,100.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,35118,9.0,7.1,2.4,4.0,Inline,2
2023,Dodge,Charger,0.0,Sedan,Automatic,RWD,other,black,5,4,gasoline,43091,12.4,7.8,2.4,6.0,V-Engine,3
2019,Hyundai,Elantra,198406.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,20225,8.3,6.4,2.0,4.0,Inline,2
2015,Kia,Optima,108133.0,Sedan,Automatic,FWD,silver,black,5,4,hybrid,15039,6.7,6.1,2.4,4.0,Inline,2
2023,Volkswagen,Atlas,6.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,43414,13.4,10.1,3.6,4.0,Other,3
2014,Ferrari,458,7955.0,Convertible,Automatic,RWD,black,black,2,2,gasoline,295163,18.1,13.8,2.4,8.0,Inline,3
2021,Tesla,Model,7250.0,Sedan,Automatic,4X4,blue,black,5,4,electric,19818,0.0,8.7,2.4,0.0,Electric,4
2014,GMC,Sierra,114000.0,Truck,Automatic,4X4,green,black,3,2,gasoline,14572,10.8,8.7,2.4,8.0,Inline,3
2021,Chevrolet,SILVERADO,10199.0,Truck,Automatic,4X4,white,black,5,2,gasoline,71320,10.8,8.7,6.6,8.0,Inline,2
2013,Nissan,Xterra,223000.0,SUV,Automatic,4X4,silver,gray,5,4,gasoline,3970,14.1,10.3,2.4,6.0,V-Engine,4
2023,Jeep,Wrangler,12.0,SUV,Automatic,4X4,green,black,5,4,gasoline,64840,10.8,8.7,3.6,6.0,V-Engine,2
2023,Chrysler,Grand,0.0,Van,Automatic,FWD,white,black,5,4,gasoline,37086,12.4,8.4,2.4,6.0,V-Engine,3
2018,BMW,X5,123094.0,SUV,Automatic,4X4,black,black,5,4,gasoline,43960,13.0,9.8,3.0,6.0,Inline,2
2021,Chevrolet,Corvette,4060.0,Coupe,Automatic,RWD,red,black,5,2,gasoline,124575,15.4,8.7,2.4,8.0,Inline,2
2023,Audi,A4,90.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,66013,10.8,8.7,2.0,4.0,Inline,1
2008,Chevrolet,Corvette,75828.0,Coupe,Manual,RWD,black,black,5,2,gasoline,59565,14.2,8.2,7.0,8.0,Inline,1
2014,Dodge,Grand,139158.0,Van,Automatic,FWD,red,black,7,4,gasoline,8979,12.2,7.9,2.4,6.0,V-Engine,3
2013,Ford,Fusion,128000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,13141,8.6,5.55,2.5,4.0,Other,1
2019,Hyundai,Elantra,80000.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,22262,8.3,6.4,2.4,4.0,Inline,1
2013,Hyundai,Veloster,155017.0,Hatchback,Manual,FWD,blue,black,5,3,gasoline,5411,10.8,8.7,2.4,4.0,Inline,3
2009,Mazda,Mazda5,149432.0,Van,Automatic,4X4,gray,black,6,4,gasoline,7220,10.8,8.7,2.3,4.0,Other,2
2020,Ford,Escape,50975.0,SUV,Automatic,4X4,white,black,5,4,gasoline,20559,10.8,8.7,2.4,4.0,Inline,3
2018,Infiniti,QX60,127300.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,33714,10.8,8.7,2.4,4.0,Inline,1
2010,Dodge,Caravan,144938.0,Van,Automatic,FWD,white,gray,2,2,gasoline,11093,10.8,8.7,2.4,6.0,V-Engine,1
2018,BMW,X3,69998.0,SUV,Automatic,4X4,white,black,5,4,gasoline,44546,10.8,8.0,2.4,4.0,Inline,1
2023,Infiniti,QX80,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,31832,17.5,12.2,2.4,8.0,Inline,4
2019,Acura,TLX,77699.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,19122,11.4,7.7,3.5,6.0,V-Engine,3
2016,Audi,A3,62078.0,Sedan,Automatic,4X4,black,black,5,2,gasoline,22280,9.8,7.2,2.0,4.0,Inline,1
2021,Tesla,Model,11649.0,Sedan,Automatic,RWD,gray,black,5,4,electric,63831,0.0,8.7,0.0,0.0,Electric,2
2018,BMW,X1,100801.0,Wagon,Automatic,4X4,white,black,5,4,gasoline,8172,10.7,7.5,2.4,4.0,Inline,4
2023,Cadillac,CT5,27.0,Sedan,Automatic,4X4,metallic,black,5,4,gasoline,60448,10.600000000000001,7.449999999999999,2.0,4.0,Inline,2
2022,Ford,Bronco,60.0,SUV,Automatic,4X4,other,black,5,4,gasoline,36078,9.3,8.4,2.4,3.0,Inline,3
2015,Nissan,Murano,86121.0,SUV,Automatic,FWD,metallic,black,5,4,gasoline,21190,11.0,8.2,2.4,6.0,V-Engine,1
2022,Jeep,Compass,41787.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,33004,10.8,7.8,2.4,4.0,Inline,3
2021,Mazda,MX-5,2783.0,Convertible,Manual,RWD,gray,black,5,4,gasoline,18462,9.0,6.8,2.0,4.0,Inline,4
2018,Chevrolet,Cruze,19702.0,Hatchback,Automatic,FWD,red,black,5,4,gasoline,22109,8.1,6.2,2.4,4.0,Inline,1
2020,Acura,MDX,65000.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,48203,12.3,9.2,2.4,6.0,V-Engine,1
2023,Hyundai,Venue,50.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,19577,7.9,6.9,1.6,4.0,Other,3
2023,Chevrolet,Equinox,10.0,SUV,Automatic,4X4,black,black,5,4,gasoline,45938,9.9,7.9,1.5,4.0,Other,1
2020,Nissan,Kicks,20400.0,Hatchback,CVT,FWD,white,black,5,4,gasoline,23624,7.7,6.6,1.6,4.0,Inline,2
2018,GMC,Acadia,62000.0,SUV,Automatic,FWD,silver,black,5,4,gasoline,35533,10.8,8.7,2.4,4.0,Inline,1
2015,Ford,Fiesta,170000.0,Hatchback,Automatic,FWD,white,brown,5,4,gasoline,11076,10.8,8.7,1.6,4.0,Other,2
2017,Volvo,S90,33000.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,31956,10.8,7.6,2.4,4.0,Inline,2
2019,Jeep,Grand,88042.0,SUV,Automatic,4X4,black,black,5,4,gasoline,28677,14.7,10.25,3.6,6.0,Inline,3
2015,BMW,X5,153418.0,SUV,Automatic,4X4,white,black,5,4,gasoline,28013,13.0,8.9,3.0,4.0,Other,2
2023,Dodge,Charger,0.0,Sedan,Automatic,RWD,black,black,5,4,gasoline,43404,12.4,7.8,2.4,6.0,V-Engine,3
2015,Hyundai,Elantra,198000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,11821,7.3,5.2,1.8,4.0,Other,1
2023,Jeep,Wrangler,12.0,SUV,Automatic,4X4,black,black,5,4,gasoline,63951,11.6,11.9,2.0,4.0,V-Engine,2
2008,Maserati,GranTurismo,46958.0,SUV,Automatic,RWD,black,black,5,2,gasoline,48969,10.8,8.7,4.2,8.0,V-Engine,2
2012,Audi,A6,235332.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,6809,11.3,7.4,2.4,6.0,V-Engine,3
2009,Acura,TSX,253873.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,9245,9.6,6.5,2.4,4.0,Inline,2
2006,Jeep,Liberty,206025.0,SUV,Automatic,4X4,green,black,5,4,gasoline,4920,10.8,8.7,2.4,4.0,Inline,2
2011,Volvo,V50,206835.0,Wagon,Automatic,FWD,silver,black,5,4,gasoline,11476,10.1,6.6,2.4,5.0,Inline,2
2010,Cadillac,CTS,106000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,5826,10.8,8.7,2.4,4.0,Other,3
2017,Acura,MDX,91412.0,SUV,Automatic,4X4,black,black,5,4,gasoline,37092,12.6,9.0,2.4,6.0,V-Engine,1
2023,Chevrolet,Silverado,19.0,Truck,Automatic,4X4,black,black,5,2,gasoline,46773,12.9,11.5,2.7,4.0,Inline,3
2018,Hyundai,Tucson,107587.0,SUV,Automatic,FWD,silver,black,5,4,gasoline,24963,10.1,7.8,2.0,4.0,Inline,2
2022,Jeep,Wrangler,2250.0,SUV,Automatic,4X4,black,black,5,2,gasoline,68378,13.25,10.0,3.6,6.0,V-Engine,1
2022,Hyundai,Kona,18512.0,SUV,CVT,4X4,gray,black,5,4,gasoline,30937,8.5,7.2,2.4,4.0,Other,2
2020,Hyundai,Elantra,124395.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,22954,7.8,5.6,2.0,4.0,Other,2
2023,Buick,Encore,0.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,39514,9.0,8.3,1.3,4.0,V-Engine,2
2019,Dodge,Grand,82195.0,Van,Automatic,FWD,black,black,5,2,gasoline,19530,13.7,9.4,3.6,6.0,Inline,3
2015,Mercedes-Benz,S-Class,72360.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,70345,15.7,10.1,5.5,4.0,Other,2
2019,Mercedes-Benz,C-Class,90600.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,12843,11.0,7.3,2.0,4.0,Other,4
2015,Volkswagen,Jetta,80000.0,Sedan,Automatic,FWD,silver,gray,5,4,gasoline,15194,10.4,7.0,2.4,4.0,Other,2
2023,Volkswagen,Taos,21.0,SUV,Automatic,4X4,blue,gray,5,4,gasoline,27175,9.5,7.4,1.5,4.0,Other,3
2011,Cadillac,CTS,215000.0,Wagon,Automatic,4X4,other,beige,5,4,gasoline,13243,11.7,7.4,3.6,4.0,Other,1
2013,Chevrolet,Cruze,137750.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,9679,7.8,5.2,2.4,4.0,Inline,1
2023,Nissan,Murano,90.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,36316,12.0,8.5,2.4,6.0,V-Engine,3
2023,Mercedes-Benz,EQS,90.0,SUV,Automatic,4X4,gray,black,5,4,electric,57976,0.0,8.7,0.0,0.0,Electric,4
2018,Audi,Q5,31900.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,19534,10.4,8.6,2.4,4.0,Other,3
2023,Chevrolet,Silverado,7.0,Truck,Automatic,4X4,black,black,5,4,gasoline,28012,12.8,11.3,2.4,4.0,Inline,4
2015,Chevrolet,Colorado,110000.0,Truck,Automatic,RWD,white,gray,2,2,gasoline,19411,10.8,8.7,2.5,4.0,Other,1
2019,Tesla,Model,97100.0,Sedan,Automatic,RWD,red,black,5,4,electric,60396,0.0,8.7,2.4,0.0,Electric,1
2023,Jeep,Wrangler,17.0,SUV,Automatic,4X4,black,black,5,4,gasoline,62599,10.8,8.7,2.0,4.0,Inline,2
2023,GMC,Sierra,10.0,Truck,Automatic,4X4,black,black,5,4,gasoline,75190,14.8,11.8,2.4,8.0,Inline,2
2008,Porsche,911,5000.0,Coupe,Automatic,4X4,yellow,black,5,4,gasoline,113774,10.8,8.7,2.4,4.0,Inline,2
2018,Porsche,911,23200.0,Coupe,Automatic,4X4,white,black,4,2,gasoline,168612,10.8,8.7,2.4,6.0,Inline,2
2023,Jeep,Cherokee,0.0,SUV,Automatic,4X4,black,black,5,4,gasoline,64122,11.8,9.2,2.4,4.0,Inline,1
2022,Nissan,Armada,15995.0,SUV,Automatic,4X4,black,black,5,4,gasoline,79152,17.5,12.9,5.6,8.0,V-Engine,2
2023,GMC,Sierra,35.0,Truck,Automatic,4X4,black,black,5,4,gasoline,73312,14.149999999999999,12.399999999999999,2.7,4.0,Inline,2
1991,Chevrolet,Corvette,7440.0,Convertible,Manual,RWD,white,black,2,2,gasoline,60164,10.8,8.7,5.7,8.0,Inline,2
2019,BMW,750Li,81299.0,Sedan,Automatic,4X4,black,brown,5,4,gasoline,34878,10.8,8.7,2.4,8.0,Inline,3
2017,Subaru,Outback,75488.0,Wagon,CVT,4X4,black,black,5,4,gasoline,27270,12.0,8.7,2.4,6.0,Inline,2
2022,Nissan,Armada,15995.0,SUV,Automatic,4X4,black,black,5,4,gasoline,88795,17.5,12.9,5.6,8.0,V-Engine,1
2011,Volkswagen,Jetta,186361.0,Sedan,Automatic,FWD,silver,gray,5,4,gasoline,8017,9.3,6.7,2.4,4.0,Inline,2
2019,Audi,Q5,32912.0,SUV,Automatic,4X4,black,black,5,4,gasoline,21957,10.7,8.7,2.4,4.0,Inline,3
2016,Nissan,Versa,139984.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,12631,8.05,6.25,1.6,4.0,Inline,2
2014,Audi,Q5,143408.0,SUV,Automatic,4X4,white,black,5,4,gasoline,19686,10.5,7.2,2.0,4.0,Inline,2
2020,Jeep,Grand,41070.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,29639,12.7,9.6,3.6,6.0,Inline,3
2018,Dodge,Durango,79530.0,SUV,Automatic,4X4,black,black,7,4,gasoline,14894,12.7,9.6,3.6,4.0,Other,4
